id,timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngX,AngY,AngZ,unsafe,safety_class
1163,2025-12-28T08:48:08.351926,-10.04128,0.964863,0.749385,-0.002132,0.011191,0.014389,-5.473551,174.5113,127.8356,1,Class 2
1164,2025-12-28T08:48:15.288957,-9.756371,0.294487,0.593762,-0.005063,0.003997,0.016254,-1.725703,178.2711,153.6201,1,Class 2
1165,2025-12-28T08:48:23.811835,-9.799467,0.4956,0.31364,-0.001332,0.009859,0.011458,-2.893739,177.1048,122.3277,1,Class 2
1166,2025-12-28T08:48:44.629842,-9.679757,1.314417,0.723049,-0.005329,0.00453,-0.000799,-7.711687,172.2671,118.8148,1,Class 2
1167,2025-12-28T08:48:53.805248,-9.598354,2.099715,0.986411,-0.001599,0.029311,0.007994,-12.27683,167.6605,115.1634,1,Class 2
1168,2025-12-28T08:49:01.791987,-9.485827,1.96564,0.960075,-0.009326,0.033041,-0.025047,-11.64919,168.2929,116.0322,1,Class 2
1169,2025-12-28T08:49:15.028299,-9.739613,1.426944,0.438139,-0.012257,-0.024781,0.067948,-8.326765,171.6649,107.0689,1,Class 2
1170,2025-12-28T08:49:26.006887,-10.33816,1.283292,0.177171,-0.009593,0.022916,0.002931,-7.074989,172.924,97.86055,0,Class 1
1171,2025-12-28T08:49:37.260618,-9.847352,1.077391,0.529119,-0.010126,0.021317,0.001066,-6.234927,173.7561,116.1562,0,Class 1
1172,2025-12-28T08:49:46.57687,-10.09635,0.895431,0.28491,0.011724,-0.023982,0.002398,-5.066218,174.9318,107.6501,0,Class 1
1173,2025-12-28T08:49:56.532303,-9.866506,1.266533,0.02873,0.018919,0.047963,-0.007994,-7.314847,172.6851,91.29949,0,Class 1
1174,2025-12-28T08:50:05.830511,-10.10353,1.022324,0.572214,0.01279,-0.023449,-0.007994,-5.768617,174.2222,119.2366,0,Class 1
1175,2025-12-28T08:50:16.488357,-9.622296,1.393425,1.18513,0.032508,0.032775,0.031975,-8.178888,171.7602,130.3817,0,Class 1
1176,2025-12-28T08:50:27.667816,-10.05804,0.562637,-0.201113,-0.050095,0.029311,0.013323,-3.201097,176.7983,70.33073,0,Class 1
1177,2025-12-28T08:50:38.518797,-9.64145,1.015141,0.52433,-0.005596,0.044766,0.018119,-6.001683,173.9895,117.3168,0,Class 1
1178,2025-12-28T08:50:49.326675,-9.916783,1.070208,0.577003,-0.007461,0.004796,0.027712,-6.149138,173.8405,118.3313,0,Class 1
1179,2025-12-28T08:50:59.822928,-9.782708,1.197101,0.608127,0.003464,0.040236,0.026646,-6.963238,173.0235,116.9306,0,Class 1
1180,2025-12-28T08:51:11.754687,-9.445126,0.347159,-0.253785,0.025314,0.00906,0.024248,-2.104222,177.895,53.83191,0,Class 1
1181,2025-12-28T08:51:22.800731,-9.749189,0.277727,0.023942,-0.001865,0.01279,0.014123,-1.631752,178.3682,94.92711,0,Class 1
1182,2025-12-28T08:51:33.772351,-9.76116,0.986411,0.248997,-0.007194,0.016787,0.000266,-5.768555,174.2296,104.1671,0,Class 1
1183,2025-12-28T08:51:45.377201,-9.763555,1.01993,0.45011,-0.003997,0.013856,0.00453,-5.957376,174.0363,113.8126,0,Class 1
1184,2025-12-28T08:51:53.545656,-9.708488,1.733402,0.577003,-0.016254,0.004263,0.014922,-10.10574,169.8768,108.4112,0,Class 1
1185,2025-12-28T08:54:29.822177,-0.158017,0.047884,-0.055067,0.110315,0.057822,-0.595544,-15.96861,163.1416,41.00909,0,Class 1
1186,2025-12-28T08:54:37.424449,-6.220136,1.00317,0.153229,-0.02638,1.276888,0.041568,-9.158921,170.8383,98.6845,0,Class 1
1187,2025-12-28T08:54:54.349845,-7.972692,4.271256,-1.436521,2.048563,-0.03464,-0.036239,-27.80025,151.8204,71.41103,0,Class 1
1188,2025-12-28T08:55:01.115254,-9.679757,2.27928,-2.054225,0.002398,0.029311,0.016254,-12.97121,166.75,47.97291,0,Class 1
1189,2025-12-28T08:55:09.748171,-9.514558,3.04303,-1.563414,0.001332,0.003464,0.017054,-17.51552,162.2642,62.80732,0,Class 1
1190,2025-12-28T08:55:18.431906,-9.722853,2.456451,-1.233014,-0.005329,0.02558,0.013323,-14.07074,165.8211,63.34567,0,Class 1
1191,2025-12-28T08:55:27.479036,-9.672575,2.463634,-1.278504,-0.002931,0.015455,0.003464,-14.17134,165.7104,62.57293,0,Class 1
1192,2025-12-28T08:55:34.58661,-9.655815,2.588132,-1.194707,-0.005862,0.012524,0.023715,-14.8963,164.9952,65.2215,0,Class 1
1193,2025-12-28T08:55:43.977117,-9.684546,3.248932,-0.59855,0.00373,0.032508,0.002132,-18.51245,161.4546,79.56145,0,Class 1
1194,2025-12-28T08:55:54.470905,-9.540894,3.0143,-0.768539,-0.014389,0.03091,-0.017853,-17.47998,162.4669,75.69637,0,Class 1
1195,2025-12-28T08:56:07.201044,-9.548077,2.674323,-1.654393,0.000799,0.06475,-0.019185,-15.42834,164.353,58.25818,0,Class 1
1196,2025-12-28T08:56:16.032386,-9.684546,2.439692,-1.570596,-0.006395,0.034374,0.026913,-13.96434,165.8605,57.22785,0,Class 1
1197,2025-12-28T08:56:23.818002,-9.698911,2.53546,-1.472434,-0.006395,0.008793,0.006129,-14.4913,165.3498,59.85469,0,Class 1
1198,2025-12-28T08:56:31.457957,-9.576807,2.650381,-0.902614,-0.005063,0.006129,-0.002132,-15.40442,164.5306,71.19321,0,Class 1
1199,2025-12-28T08:56:38.83199,-9.746795,2.47321,-0.933739,-0.005596,0.015988,0.01279,-14.1758,165.7619,69.31641,0,Class 1
1200,2025-12-28T08:56:47.631907,-9.457097,2.547431,-1.137246,-0.003997,0.000533,0.019718,-14.97279,164.9242,65.94265,0,Class 1
1201,2025-12-28T08:56:55.056622,-9.660604,1.855506,-3.37343,0.138827,0.22596,-0.175599,-10.27787,169.1276,28.81235,0,Class 1
